open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore,MA_50,MA_200
2025-09-12 04:10:00+00:00,115095.0,115287.86,115094.99,115287.85,30.5456,2025-09-12 04:14:59.999000+00:00,3519336.9479384,7755,21.05954,2426337.9173305,0,115531.2276,114708.27
2025-09-12 04:15:00+00:00,115287.86,115333.48,115287.85,115330.12,48.54712,2025-09-12 04:19:59.999000+00:00,5598330.3025649,5687,21.4197,2469867.9998926,0,115524.21280000001,114715.14265000001
2025-09-12 04:20:00+00:00,115330.12,115355.09,115258.16,115264.6,51.95573,2025-09-12 04:24:59.999000+00:00,5991704.9762426,10294,20.94821,2415586.5789446,0,115519.38900000001,114721.55459999999
2025-09-12 04:25:00+00:00,115264.6,115377.29,115264.59,115308.01,45.92592,2025-09-12 04:29:59.999000+00:00,5295867.7266109,8176,28.86936,3328769.6296959,0,115515.70820000001,114728.29609999999
2025-09-12 04:30:00+00:00,115308.02,115509.65,115308.02,115466.57,54.01955,2025-09-12 04:34:59.999000+00:00,6236242.8179797,11491,32.61004,3764425.8909761,0,115508.82179999999,114735.7211
2025-09-12 04:35:00+00:00,115466.58,115466.58,115313.39,115375.24,40.16877,2025-09-12 04:39:59.999000+00:00,4634397.8273765,8836,14.75253,1702008.949349,0,115500.6626,114742.59735
2025-09-12 04:40:00+00:00,115375.25,115444.0,115357.52,115414.42,32.64062,2025-09-12 04:44:59.999000+00:00,3767394.7892189,8479,10.60549,1224057.8176101,0,115490.9514,114749.0283
2025-09-12 04:45:00+00:00,115414.42,115414.43,115333.49,115366.0,44.52141,2025-09-12 04:49:59.999000+00:00,5136301.751961,6201,20.67003,2384504.0673421,0,115478.8624,114754.52824999999
2025-09-12 04:50:00+00:00,115366.0,115407.58,115325.68,115401.99,26.08461,2025-09-12 04:54:59.999000+00:00,3009367.1892684,5926,11.99921,1384434.543036,0,115466.62240000001,114760.23024999998
2025-09-12 04:55:00+00:00,115401.99,115424.0,115355.4,115359.99,18.15675,2025-09-12 04:59:59.999000+00:00,2095009.4986579,5082,11.14211,1285600.1232295,0,115448.1786,114766.2587
2025-09-12 05:00:00+00:00,115360.0,115444.41,115320.27,115425.57,34.78103,2025-09-12 05:04:59.999000+00:00,4013083.6041263,6437,20.83151,2403652.3734332,0,115436.66540000001,114772.39555
2025-09-12 05:05:00+00:00,115425.57,115444.41,115403.86,115416.16,21.38748,2025-09-12 05:09:59.999000+00:00,2468570.9550289,4309,6.06563,700062.2295504,0,115428.17480000001,114777.5733
2025-09-12 05:10:00+00:00,115416.17,115420.0,115385.07,115418.26,15.79176,2025-09-12 05:14:59.999000+00:00,1822441.992211,2901,4.27119,492895.0416489,0,115417.4752,114785.85345
2025-09-12 05:15:00+00:00,115418.27,115555.34,115418.26,115555.33,48.75853,2025-09-12 05:19:59.999000+00:00,5631141.9348356,5149,35.45207,4094572.3279883,0,115411.8638,114794.05675
2025-09-12 05:20:00+00:00,115555.34,115566.0,115526.09,115526.1,28.41225,2025-09-12 05:24:59.999000+00:00,3283031.9669204,5112,11.03936,1275572.549916,0,115407.1858,114802.36795
2025-09-12 05:25:00+00:00,115526.09,115557.23,115478.69,115504.62,25.86066,2025-09-12 05:29:59.999000+00:00,2987411.4220933,6106,11.00997,1271840.3275392,0,115400.0782,114809.35865000001
2025-09-12 05:30:00+00:00,115504.63,115549.66,115472.88,115544.9,23.4952,2025-09-12 05:34:59.999000+00:00,2714078.9272799,3882,14.90616,1721901.77513,0,115394.68,114816.8277
2025-09-12 05:35:00+00:00,115544.9,115557.49,115341.06,115357.34,50.1752,2025-09-12 05:39:59.999000+00:00,5793038.1415247,9918,23.70377,2737070.5092187,0,115387.6234,114823.73445
2025-09-12 05:40:00+00:00,115357.33,115525.33,115340.0,115523.99,31.785,2025-09-12 05:44:59.999000+00:00,3669112.331363,5866,23.49808,2712528.4042386,0,115386.9034,114832.4072
2025-09-12 05:45:00+00:00,115523.99,115649.88,115523.99,115626.3,48.06674,2025-09-12 05:49:59.999000+00:00,5556545.8820343,7650,28.59102,3304832.3428133,0,115386.9062,114841.60795
2025-09-12 05:50:00+00:00,115626.3,115626.31,115593.35,115598.99,27.26602,2025-09-12 05:54:59.999000+00:00,3152257.2515355,3184,5.50952,636917.7700988,0,115386.315,114852.1575
2025-09-12 05:55:00+00:00,115598.99,115656.87,115576.57,115612.84,42.19532,2025-09-12 05:59:59.999000+00:00,4878305.7330009,6118,13.3848,1547320.6781348,0,115386.95700000001,114862.4174
